A1811681
Faunal Box 82
05/05/2022 14:41
Kroeber, 20AMez, NN 01, 02
"C","A1811681","05/09/2022 10:53","1-124472.3","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124472.5","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124473.2","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124473.1","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124473.3","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124474.2","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124475.1","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124475.2","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
"C","A1811681","05/09/2022 10:53","1-124476.1","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
A1811681
Faunal Box 825
05/09/2022 11:16
Kroeber, 20AMez, NN 01, 02
"C","A1811681","05/09/2022 11:16","1-124477","Faunal Box 825","Kroeber, 20AMez, NN 01, 02"
